,text,created_at,user_followers,user_friends,retweet_count,favorite_count,processed_text,label
235,Film program ini sangat inovatif. ,2024-02-09 08:30:39,7620,555,319,187,film program inovatif,2
236,Infrastruktur melibatkan banyak peserta. ,2024-04-24 23:14:35,7293,2008,116,30,infrastruktur libat serta,0
237,Penipuan tersangka mencoba melarikan diri. ,2024-06-13 16:35:49,4077,3061,431,55,tipu sangka coba lari,0
238,Terorisme kasus ini menarik perhatian publik. ,2024-05-04 00:51:18,5994,4340,237,156,terorisme tarik perhati publik,1
239,Penipuan barang bukti ditemukan. ,2024-05-17 03:38:02,2937,4408,26,155,tipu barang bukti temu,0
240,Tari telah mencapai kesepakatan. ,2024-06-09 12:19:58,4236,1834,228,160,tari capai sepakat,2
241,Pemalsuan motif masih belum diketahui. ,2024-02-29 15:33:09,8091,2244,11,57,palsu motif,0
242,Pemalsuan korban diminta melapor. ,2024-02-25 22:52:35,9190,704,237,188,palsu korban lapor,0
243,Urban farming diharapkan memberikan manfaat. ,2024-05-10 06:15:35,7430,1019,237,264,urban farming harap manfaat,2
244,Penipuan online penyidikan dilakukan secara intensif. ,2024-02-11 07:42:25,3783,1665,183,188,tipu online sidi intensif,0
245,Konservasi menyediakan ruang kreativitas. ,2024-01-05 21:59:10,3855,2243,243,18,konservasi sedia ruang kreativitas,1
246,Pemberdayaan meningkatkan keterampilan. ,2024-07-29 07:10:14,5512,3040,209,211,daya tingkat terampil,2
247,Edukasi lingkungan warga antusias menyambut. ,2024-01-20 04:20:05,7493,3659,436,38,edukasi lingkung warga antusias sambut,2
248,Kuliner memupuk rasa kebersamaan. ,2024-04-23 06:23:51,5017,4036,211,35,kuliner pupuk sama,2
249,Perdagangan manusia penyidikan dilakukan secara intensif. ,2024-04-13 10:33:22,5159,1174,75,251,dagang manusia sidi intensif,1
250,Kejahatan siber tersangka mengaku bersalah. ,2024-05-29 15:47:52,5584,4819,99,8,jahat siber sangka aku salah,0
251,Edukasi lingkungan mendorong inovasi lokal. ,2024-06-09 20:57:13,7738,4593,197,279,edukasi lingkung dorong inovasi lokal,1
252,Korupsi lokasi kejadian telah diamankan. ,2024-02-24 16:21:36,4185,2669,301,249,korupsi lokasi jadi aman,0
253,Kekerasan berhasil ditangkap. ,2024-02-28 19:30:32,8693,2217,328,115,keras hasil tangkap,0
254,Penipuan ada saksi yang melihat kejadian. ,2024-02-16 23:50:13,935,3477,64,223,tipu saksi jadi,0
255,Perdagangan manusia pelaku berhasil melarikan diri. ,2024-05-06 05:28:00,7047,1501,65,209,dagang manusia laku hasil lari,0
256,Perpustakaan mendongkrak perekonomian daerah. ,2024-03-25 17:49:10,1201,4311,7,230,pustaka dongkrak ekonomi daerah,1
257,Cyberbullying motif masih belum diketahui. ,2024-02-27 16:37:15,2272,4917,59,267,cyberbullying motif,1
258,Ekonomi kreatif menjunjung tinggi nilai budaya. ,2024-07-03 06:58:41,8194,2652,227,153,ekonomi kreatif junjung nilai budaya,1
259,Narkoba polisi berjanji mengusut tuntas. ,2024-07-03 19:09:36,7853,1569,181,98,narkoba polisi janji usut tuntas,1
260,Penghijauan menjadi daya tarik utama. ,2024-03-04 10:55:13,9355,485,484,6,hijau daya tarik utama,2
261,Pembobolan masih dalam penyelidikan. ,2024-06-22 08:53:59,3368,1380,111,273,bobol lidi,0
262,Terorisme tersangka mengaku bersalah. ,2024-03-04 21:28:38,7615,588,45,23,terorisme sangka aku salah,0
263,Kerjasama berdampak positif bagi masyarakat. ,2024-06-11 04:53:19,1526,3651,68,286,kerjasama dampak positif masyarakat,2
264,Kuliner program ini sangat inovatif. ,2024-01-15 07:47:59,4507,3892,401,114,kuliner program inovatif,2
265,Penyelundupan ada saksi yang melihat kejadian. ,2024-03-01 20:21:53,7887,1234,66,187,selundup saksi jadi,1
266,Perayaan mendorong inovasi lokal. ,2024-03-16 05:27:46,5574,2147,12,232,raya dorong inovasi lokal,1
267,Desain grafis membuka peluang investasi. ,2024-05-27 04:31:53,2812,3881,432,13,desain grafis buka peluang investasi,1
268,Teater telah mencapai kesepakatan. ,2024-06-09 07:52:05,6402,4370,423,259,teater capai sepakat,1
269,Lingkungan mendapat sorotan positif. ,2024-06-23 23:02:08,594,131,341,202,lingkung sorot positif,2
270,Kebijakan publik menciptakan lapangan kerja baru. ,2024-03-17 07:37:56,8199,942,286,296,bijak publik cipta lapang kerja,2
271,Penipuan online lokasi kejadian telah diamankan. ,2024-06-26 13:47:52,6106,3411,118,18,tipu online lokasi jadi aman,2
272,Desain grafis meningkatkan kualitas hidup. ,2024-02-19 03:04:28,5349,1203,347,89,desain grafis tingkat kualitas hidup,2
273,Pencemaran nama baik terjadi di Bekasi. ,2024-06-04 01:46:44,8718,631,198,185,cemar nama bekas,0
274,Pembobolan tersangka melawan saat ditangkap. ,2024-03-02 19:40:01,705,431,262,121,bobol sangka lawan tangkap,0
275,Pemerasan polisi berjanji mengusut tuntas. ,2024-07-27 18:04:16,1577,2325,289,175,peras polisi janji usut tuntas,0
276,Penggelapan kasus meningkat selama pandemi. ,2024-07-04 19:34:51,4830,2940,370,152,gelap tingkat pandemi,0
277,Cyberbullying warga diminta waspada. ,2024-01-18 06:38:36,7025,2134,393,184,cyberbullying warga waspada,1
278,Pemberdayaan menjadi trend baru. ,2024-06-05 05:45:04,2417,2884,496,24,daya trend,2
279,Pemalsuan tersangka mencoba melarikan diri. ,2024-07-23 11:38:14,5704,1558,46,127,palsu sangka coba lari,0
280,Pengembangan diri melibatkan banyak peserta. ,2024-04-15 23:37:53,5169,4102,213,71,kembang libat serta,0
281,Cyberbullying kasus meningkat selama pandemi. ,2024-07-15 00:24:35,857,337,393,183,cyberbullying tingkat pandemi,1
282,Lingkungan melibatkan banyak peserta. ,2024-04-25 20:43:16,2341,1965,433,102,lingkung libat serta,0
283,Program sosial menjunjung tinggi nilai budaya. ,2024-03-18 01:29:03,4846,2967,348,222,program sosial junjung nilai budaya,2
284,Penggelapan tersangka melawan saat ditangkap. ,2024-01-13 11:17:12,5835,1634,432,290,gelap sangka lawan tangkap,0
285,Perjudian masih dalam penyelidikan. ,2024-03-22 02:53:36,7029,212,124,181,judi lidi,1
286,Penipuan online polisi masih memburu pelaku. ,2024-01-05 05:07:11,5221,4347,402,249,tipu online polisi buru laku,0
287,Pelecehan tersangka melawan saat ditangkap. ,2024-02-12 00:42:09,6240,3753,80,103,leceh sangka lawan tangkap,0
288,Fotografi memberikan hiburan. ,2024-04-24 15:39:11,5467,2662,481,210,fotografi hibur,0
289,Kejahatan siber kejadian ini menggemparkan warga. ,2024-03-31 10:18:02,5072,1263,29,285,jahat siber jadi gempar warga,0
290,Pemalsuan motif masih belum diketahui. ,2024-02-22 03:03:13,9555,4927,138,17,palsu motif,0
291,Program sosial memperkenalkan teknologi baru. ,2024-06-27 21:06:06,1650,1766,66,248,program sosial kenal teknologi,1
292,Perampokan tersangka melawan saat ditangkap. ,2024-04-15 13:50:29,2976,577,86,292,ampo sangka lawan tangkap,0
293,Kekerasan kasus meningkat selama pandemi. ,2024-03-25 10:23:05,563,3194,252,11,keras tingkat pandemi,0
294,Kebun raya mendapat sorotan positif. ,2024-05-10 09:56:11,7264,3172,387,44,kebun raya sorot positif,2
295,Penelitian mendapat dukungan dari pemerintah. ,2024-07-11 04:41:02,7127,1197,252,76,teliti dukung perintah,2
296,Konser menarik perhatian publik. ,2024-05-06 22:15:25,6833,3935,374,252,konser tarik perhati publik,1
297,Bazar menambah wawasan masyarakat. ,2024-04-12 06:31:13,5707,1626,210,179,bazar tambah wawas masyarakat,1
298,Pelecehan korban diminta melapor. ,2024-04-19 13:14:13,3421,4213,357,192,leceh korban lapor,0
299,Terorisme warga diminta waspada. ,2024-06-09 22:44:23,3055,3967,16,245,terorisme warga waspada,0
300,Museum melibatkan banyak peserta. ,2024-02-13 06:46:19,152,3689,317,172,museum libat serta,0
301,Pemerasan kasus ini menarik perhatian publik. ,2024-04-01 22:13:02,1601,217,9,90,peras tarik perhati publik,1
302,Narkoba kasus meningkat selama pandemi. ,2024-07-25 06:54:09,6345,974,500,263,narkoba tingkat pandemi,1
303,Transportasi umum program ini sangat inovatif. ,2024-01-13 22:07:39,725,4778,306,276,transportasi program inovatif,2
304,Narkoba kejadian ini menggemparkan warga. ,2024-07-04 19:41:52,2004,168,33,85,narkoba jadi gempar warga,0
305,Kesenian meningkatkan keterampilan. ,2024-07-17 02:02:20,9749,4989,387,174,seni tingkat terampil,2
306,Cyberbullying kasus ini menarik perhatian publik. ,2024-07-28 14:43:51,9267,1301,214,148,cyberbullying tarik perhati publik,1
307,Pembobolan kasus ini menarik perhatian publik. ,2024-07-12 12:32:11,6680,744,273,20,bobol tarik perhati publik,0
308,Seni rupa memperkuat hubungan antarwarga. ,2024-02-09 22:09:48,4343,2991,230,183,seni rupa kuat hubung antarwarga,1
309,Program sosial melibatkan banyak peserta. ,2024-06-23 01:15:01,3672,3827,127,197,program sosial libat serta,1
310,Desain produk mendapat dukungan dari pemerintah. ,2024-02-19 22:53:16,579,295,472,106,desain produk dukung perintah,2
311,Kesehatan menggali potensi lokal. ,2024-06-05 18:38:39,2182,1022,251,296,sehat gali potensi lokal,1
312,Perdagangan manusia berhasil ditangkap. ,2024-06-12 04:46:03,237,4287,324,95,dagang manusia hasil tangkap,0
313,Pelecehan kasus ini menarik perhatian publik. ,2024-01-22 13:38:15,6119,3166,397,146,leceh tarik perhati publik,1
314,Pencemaran nama baik lokasi kejadian telah diamankan. ,2024-01-10 22:16:20,1833,4570,350,203,cemar nama lokasi jadi aman,2
315,Pencemaran nama baik tersangka melawan saat ditangkap. ,2024-01-22 03:37:15,5676,2904,441,50,cemar nama sangka lawan tangkap,0
316,Pemberdayaan menjadi agenda tahunan. ,2024-05-16 20:41:35,8030,3447,331,21,daya agenda tahun,2
317,Pembobolan kasus ini menarik perhatian publik. ,2024-01-10 13:01:13,9454,661,451,138,bobol tarik perhati publik,0
318,Pemalsuan berhasil ditangkap. ,2024-07-23 16:50:34,2189,1640,1,207,palsu hasil tangkap,0
319,Edukasi lingkungan menjadi pusat perhatian. ,2024-02-26 05:06:33,7740,4022,462,273,edukasi lingkung pusat perhati,1
320,Pembunuhan terjadi di Surabaya. ,2024-07-23 10:31:11,7954,1636,64,23,bunuh surabaya,0
321,Perdagangan manusia motif masih belum diketahui. ,2024-03-09 15:17:35,7633,1982,277,63,dagang manusia motif,0
322,Penggelapan terjadi di Surabaya. ,2024-04-29 09:00:30,6677,2912,491,162,gelap surabaya,0
323,Perampokan tersangka akan segera diadili. ,2024-06-16 17:35:56,5275,1737,5,61,ampo sangka adil,2
324,Kekerasan barang bukti ditemukan. ,2024-04-21 19:40:51,9859,82,354,65,keras barang bukti temu,0
325,Pelatihan mendapat pujian banyak pihak. ,2024-02-26 13:08:43,2544,4665,165,23,latih puji,2
326,Kerjasama mempererat hubungan sosial. ,2024-06-13 06:12:24,9523,738,448,105,kerjasama erat hubung sosial,1
327,Pengembangan diri meraih penghargaan internasional. ,2024-01-09 05:06:50,1246,2842,204,50,kembang raih harga internasional,2
328,Pembobolan polisi masih memburu pelaku. ,2024-02-07 07:16:31,105,2739,328,32,bobol polisi buru laku,0
329,Bazar acara tersebut sukses besar. ,2024-06-05 21:18:06,3336,1823,360,291,bazar acara sukses,2
330,Wisata alam meningkatkan kesadaran masyarakat. ,2024-06-26 08:35:30,5013,4465,155,13,wisata alam tingkat sadar masyarakat,2
331,Pembunuhan masih dalam penyelidikan. ,2024-03-12 18:59:49,529,916,18,72,bunuh lidi,0
332,Kuliner warga antusias menyambut. ,2024-07-14 08:22:06,3830,3544,216,298,kuliner warga antusias sambut,2
333,Penganiayaan pelaku berhasil melarikan diri. ,2024-05-23 05:55:35,3526,3719,164,225,aniaya laku hasil lari,0
334,Perampokan barang bukti ditemukan. ,2024-01-29 21:54:44,4981,4983,266,204,ampo barang bukti temu,1
335,Perpustakaan mendongkrak perekonomian daerah. ,2024-06-05 07:09:11,2432,1864,304,92,pustaka dongkrak ekonomi daerah,1
336,Penipuan barang bukti ditemukan. ,2024-04-09 00:07:40,8131,3384,216,199,tipu barang bukti temu,0
337,Budaya mendorong inovasi lokal. ,2024-01-15 11:40:10,7649,1299,486,23,budaya dorong inovasi lokal,1
338,Musik melibatkan banyak peserta. ,2024-01-14 01:35:50,8576,2823,358,219,musik libat serta,0
339,Wisata alam mengalami peningkatan. ,2024-01-22 02:33:11,8309,4737,194,259,wisata alam alami tingkat,2
340,Pencemaran nama baik ada saksi yang melihat kejadian. ,2024-07-19 04:33:57,1596,4048,462,198,cemar nama saksi jadi,0
341,Sosial menyediakan ruang kreativitas. ,2024-05-01 15:55:28,2341,2686,238,97,sosial sedia ruang kreativitas,1
342,Penipuan polisi berjanji mengusut tuntas. ,2024-01-02 15:45:58,7449,2188,264,242,tipu polisi janji usut tuntas,0
343,Wisata alam mendapat dukungan dari pemerintah. ,2024-01-20 04:21:27,4258,4169,301,266,wisata alam dukung perintah,2
344,Wisata mengalami peningkatan. ,2024-02-23 18:19:25,3694,1684,257,63,wisata alami tingkat,2
345,Pendidikan mendapat dukungan dari pemerintah. ,2024-05-12 01:15:26,2585,3189,255,99,didik dukung perintah,2
346,Penganiayaan polisi masih memburu pelaku. ,2024-02-20 12:25:23,8119,2344,78,6,aniaya polisi buru laku,0
347,Pengembangan karir menciptakan lapangan kerja baru. ,2024-05-09 21:34:12,8595,4404,397,90,kembang karir cipta lapang kerja,2
348,Ekonomi kreatif menambah wawasan masyarakat. ,2024-01-10 21:13:49,9044,3225,293,84,ekonomi kreatif tambah wawas masyarakat,2
349,Kejahatan siber kasus ini menarik perhatian publik. ,2024-02-13 22:53:57,4953,4781,457,11,jahat siber tarik perhati publik,0
350,Kekerasan motif masih belum diketahui. ,2024-05-24 19:39:47,7072,1694,409,56,keras motif,0
351,Perayaan melibatkan banyak peserta. ,2024-05-12 11:49:46,8754,4107,443,52,raya libat serta,0
352,Kekerasan korban diminta melapor. ,2024-04-27 01:55:40,1809,1375,323,122,keras korban lapor,0
353,Turnamen menjadi daya tarik utama. ,2024-04-24 11:35:29,9427,2813,150,292,turnamen daya tarik utama,2
354,Korupsi tersangka melawan saat ditangkap. ,2024-03-15 14:57:17,3806,2845,76,298,korupsi sangka lawan tangkap,0
355,Perampokan motif masih belum diketahui. ,2024-02-15 17:39:44,445,2108,384,78,ampo motif,2
356,Pemerasan berhasil ditangkap. ,2024-03-11 13:21:29,7750,2227,496,34,peras hasil tangkap,1
357,Penyelundupan pelaku berhasil melarikan diri. ,2024-03-21 01:49:36,6142,683,473,257,selundup laku hasil lari,0
358,Energi terbarukan mendorong inovasi lokal. ,2024-05-27 21:27:29,9583,2154,397,222,energi baru dorong inovasi lokal,1
359,Perjudian lokasi kejadian telah diamankan. ,2024-04-10 17:04:08,1641,4576,304,23,judi lokasi jadi aman,2
360,Korupsi ada saksi yang melihat kejadian. ,2024-05-15 03:36:29,2507,1859,410,164,korupsi saksi jadi,0
361,Penelitian acara tersebut sukses besar. ,2024-05-15 09:16:45,7825,615,337,286,teliti acara sukses,2
362,Perjudian tersangka akan segera diadili. ,2024-01-30 18:34:30,400,4978,227,37,judi sangka adil,2
363,Volunteer mendapat sorotan positif. ,2024-01-29 16:11:12,7534,1812,197,100,volunteer sorot positif,2
364,Edukasi lingkungan mempererat hubungan sosial. ,2024-03-02 08:09:16,2536,2834,236,11,edukasi lingkung erat hubung sosial,1
365,Penggelapan penyidikan dilakukan secara intensif. ,2024-07-27 11:30:23,8400,2972,70,33,gelap sidi intensif,1
366,Perdagangan manusia pelaku berhasil melarikan diri. ,2024-03-20 03:04:17,3094,137,473,119,dagang manusia laku hasil lari,0
367,Penipuan barang bukti ditemukan. ,2024-07-08 17:27:16,5624,2281,455,97,tipu barang bukti temu,0
368,Penipuan online kasus meningkat selama pandemi. ,2024-07-18 19:28:22,6788,3498,291,212,tipu online tingkat pandemi,0
369,Perpustakaan mempererat hubungan sosial. ,2024-02-13 02:49:11,2306,1067,315,157,pustaka erat hubung sosial,1
370,Hubungan internasional menarik perhatian publik. ,2024-01-29 06:39:25,190,3518,220,268,hubung internasional tarik perhati publik,1
371,Pariwisata meningkatkan keterampilan. ,2024-06-08 21:46:31,5810,3250,284,241,pariwisata tingkat terampil,2
372,Pelestarian meningkatkan kualitas hidup. ,2024-03-23 22:07:21,7180,4751,74,259,lestari tingkat kualitas hidup,2
373,Penyelundupan kasus ini menarik perhatian publik. ,2024-07-26 06:51:33,2337,2281,222,126,selundup tarik perhati publik,1
374,Pembunuhan motif masih belum diketahui. ,2024-01-15 23:44:13,7883,293,33,177,bunuh motif,0
375,Kebijakan publik warga antusias menyambut. ,2024-06-03 03:11:13,4534,4686,257,231,bijak publik warga antusias sambut,2
376,Kebijakan publik menyediakan ruang kreativitas. ,2024-07-01 10:49:03,4817,4877,230,48,bijak publik sedia ruang kreativitas,1
377,Penelitian menjadi inspirasi bagi banyak orang. ,2024-06-27 08:58:37,1377,236,282,114,teliti inspirasi orang,2
378,Pelecehan masih dalam penyelidikan. ,2024-02-06 12:45:39,8249,612,227,208,leceh lidi,1
379,Perumahan menggali potensi lokal. ,2024-05-04 12:52:28,452,3105,169,188,rumah gali potensi lokal,1
380,Penelitian diselenggarakan dengan sangat baik. ,2024-06-23 19:43:53,9701,2688,23,233,teliti selenggara,1
381,Bazar mendukung pembangunan berkelanjutan. ,2024-03-11 18:14:30,6026,1456,342,9,bazar dukung bangun lanjut,1
382,Pameran seni menjadi agenda tahunan. ,2024-05-18 05:32:02,7596,3972,318,213,pamer seni agenda tahun,1
383,Kebun raya menjadi agenda tahunan. ,2024-07-14 21:50:31,1470,3224,387,235,kebun raya agenda tahun,1
384,Pembakaran warga diminta waspada. ,2024-05-15 01:52:18,855,2734,297,98,bakar warga waspada,0
385,Pembangunan menarik wisatawan mancanegara. ,2024-01-12 09:45:57,3009,2989,21,94,bangun tarik wisatawan mancanegara,2
386,Film menjadi trend baru. ,2024-02-07 07:57:42,8146,1168,126,26,film trend,2
387,Perjudian polisi berjanji mengusut tuntas. ,2024-07-15 14:37:36,1155,74,105,188,judi polisi janji usut tuntas,1
388,Kejahatan siber motif masih belum diketahui. ,2024-03-07 19:38:51,9854,4238,275,97,jahat siber motif,0
389,Penipuan online warga diminta waspada. ,2024-07-07 00:21:22,361,1577,31,185,tipu online warga waspada,0
390,Penyerangan masih dalam penyelidikan. ,2024-03-30 07:12:39,596,2224,272,153,serang lidi,0
391,Pencurian kejadian ini menggemparkan warga. ,2024-01-02 04:18:20,2085,4014,162,253,curi jadi gempar warga,0
392,Pencemaran nama baik ada saksi yang melihat kejadian. ,2024-06-09 20:02:58,6536,2107,13,31,cemar nama saksi jadi,0
393,Pelestarian memberikan hiburan. ,2024-05-14 14:52:33,6200,945,109,29,lestari hibur,1
394,Pembunuhan kejadian ini menggemparkan warga. ,2024-01-18 17:02:14,9947,425,119,21,bunuh jadi gempar warga,0
395,Pelecehan tersangka melawan saat ditangkap. ,2024-04-20 12:09:18,6072,1827,19,225,leceh sangka lawan tangkap,0
396,Pelayanan masyarakat membuka peluang investasi. ,2024-06-28 14:15:20,1974,290,453,78,layan masyarakat buka peluang investasi,1
397,Pameran seni memperkuat budaya lokal. ,2024-05-31 10:04:19,5213,4119,34,162,pamer seni kuat budaya lokal,2
398,Pendidikan mendongkrak perekonomian daerah. ,2024-04-28 03:49:25,6678,3313,126,152,didik dongkrak ekonomi daerah,1
399,Penyerangan terjadi di Tangerang. ,2024-02-21 23:22:58,3955,405,5,186,serang tangerang,2
400,Keamanan pangan menambah wawasan masyarakat. ,2024-05-29 09:07:12,974,536,155,149,aman pangan tambah wawas masyarakat,2
401,Penipuan kejadian ini menggemparkan warga. ,2024-03-30 16:38:56,7320,447,441,99,tipu jadi gempar warga,0
402,Terorisme kasus meningkat selama pandemi. ,2024-02-25 10:01:05,6905,285,162,201,terorisme tingkat pandemi,1
403,Pencurian tersangka melawan saat ditangkap. ,2024-06-23 05:52:11,9630,3266,67,54,curi sangka lawan tangkap,0
404,Pelecehan penyidikan dilakukan secara intensif. ,2024-05-02 00:20:13,5272,391,493,91,leceh sidi intensif,1
405,Desain produk menggairahkan sektor pariwisata. ,2024-01-13 01:05:25,2362,3604,427,184,desain produk gairah sektor pariwisata,2
406,Entrepreneurship mendongkrak perekonomian daerah. ,2024-01-22 04:59:26,3268,4849,151,157,entrepreneurship dongkrak ekonomi daerah,2
407,Korupsi kejadian ini menggemparkan warga. ,2024-07-02 06:06:31,4106,517,219,184,korupsi jadi gempar warga,0
408,Narkoba tersangka akan segera diadili. ,2024-01-15 23:16:37,8727,2185,260,112,narkoba sangka adil,2
409,Penipuan online penyidikan dilakukan secara intensif. ,2024-02-26 16:26:24,4128,360,382,31,tipu online sidi intensif,0
410,Penganiayaan pelaku berhasil melarikan diri. ,2024-05-25 00:14:57,6684,3040,376,297,aniaya laku hasil lari,0
